,newstype,category_id,news_porter_stemmed
923,business,0,dollar drop reserv concern us dollar drop major currenc concern central bank may cut amount dollar hold foreign reserves. comment south korea central bank end last week spark recent round dollar declines. south korea $200bn foreign reserv said plan instead boost hold currenc australian canadian dollar. analyst reckon nation may follow suit ditch dollar. 1300 gmt euro 0.9% day 1.3187 euro per us dollar. british pound ad 0.5% break $1.90 level dollar fallen 1.3% japanes yen trade 104.16 yen. start year us currenc lost 7% euro final three month 2004 fallen record low stage someth recovery. analyst howev point dollar inabl recent extend ralli despit posit econom corpor data highlight fact mani us econom problem disappeared. focu countri massiv trade budget deficit predict dollar weak come. comment korea came time sentiment toward dollar alreadi soften said ian gunner trader mellon financial. tuesday trader asia said south korea taiwan withdrawn bid buy dollar start session. mansoor mohi-uddin chief currenc strategist ub said sentiment market central bank asia middl east buy euro . report last month alreadi show dollar lose allur currenc offer rock-steadi return stability. compil central bank public sponsor uk royal bank scotland survey found 39 nation 65 question increas euro hold 29 cut back us dollar.
924,sport,3,edward tip idowu euro gold world outdoor tripl jump record holder bbc pundit jonathan edward believ phillip idowu take gold european indoor championships. idowu land 17.30m british trial sheffield last month lead world tripl jump rankings. jump well sheffield could win gold medal said edwards. abil undoubt best perform seem happen domest meetings. idowu made breakthrough five year ago far commonwealth silver medal name. edward kept idowu top spot manchest games. believ european indoor madrid repres chanc 26-year-old prove credenti britain top tripl jumper. start produc intern level begin said edwards. phillip still need much consistent. sure victori madrid build confid self-belief best world. qualifi round men tripl jump madrid take place friday final schedul saturday. olymp champion christian olsson take part entir indoor season ankl injury.
925,entertainment,4,court halt mark morrison album premiership footbal record compani boss kevin campbel gain court injunct stop r&b singer mark morrison releas album. everton striker sign morrison fledg 2 wikid record label claim spent thousand pound produc album innoc man. attempt prevent morrison releas album monday anoth label. morrison vow ignor order say judg gonna stop . morrison well known brush law music career rose fame 1996 singl return mack. leicest singer struggl repeat success follow two spell jail. one hire stand-in complet commun servic possess stun gun three-month follow nightclub fracas. sign mr campbel label year ago releas one singl label say album due releas 24 january. mr campbel said learn morrison plan releas album jet star advertis website. mr campbel said: glad grant injunct complet gut go far. mark morrison given everyth ask 2 wikid seem help return old ways. work hard realis ambit footbal hope futur career would music business. alway dreamt start record label mark morrison spoilt dream me. loyalti busi - greed. morrison determin album releas monday. said: injunct ludicrous. sign new deal new record compani get support need 2 wikid. label year time releas one record properli promoted. added: whole world wait album come decemb 27. injunct judg stop it. mack return. case set heard high court 20 december.
926,business,0,qatar shell $6bn ga deal shell sign $6bn (£3.12bn) deal middl eastern sheikhdom qatar suppli liquid natur ga (lng) north america europe. uk-dutch group 30% project qatar state oil firm own rest. agreement latest string deal reach qatar tri make region leader natur gas. us oil giant exxonmobil sign $12.8bn deal earlier sunday. franc total expect join exxonmobil scheme dub qatargas-2 monday take 5 million tonn lng year. exxonmobil take 15 million tonn year 25 year end 2007 deal. shell agreement name qatargas-4 forese build new facil handl 1.4 billion cubic feet ga 7.8 million tonn lng year 2011 onwards.
927,tech,1,make gigapixel pictur largest digit panoram photo world creat research netherlands. finish imag 2.5 billion pixel size - make 500 time resolut imag produc good consum digit cameras. huge imag delft creat stitch togeth 600 singl snap dutch citi taken fix spot. print standard 300 dot per inch resolut pictur would 2.5m high 6m long. research put imag websit let viewer explor wealth detail captures. tool page let viewer zoom citi surround great detail. websit alreadi prove popular current 200 000 visitor everi day. imag creat imag expert dutch research technolog laboratori tno creat 2.5 gigapixel photo summer time challenge. goal project one first group make gigapixel images. first imag size manual construct us photograph max lyon novemb 2003. imag portray bryce canyon nation park utah made 196 separ photographs. panorama delft littl staid contrast dramat rockscap captur mr lyon image. hand enorm effort got idea use automat techniqu would feasibl build larger imag said jurgen den hartog one tno research behind project. compet mr lyon start lunchtim bet. dutch team use alreadi avail technolog although upgrad abl handl high-resolut image. rewrit almost tool den hartog told bbc news website. standard window viewer avail would abl load larg imag develop one ourselves. 600 compon pictur taken juli 2004 computer-control camera 400 mm lens. imag made slightli overlap could accur arrang composite. stitch process also done automat use five power pc three days. follow success project promis help other tno team consid creat full 360-degre panoram view anoth dutch citi even higher resolution.
928,politics,2,assembl ballot paper miss hundr ballot paper region assembl referendum north east disappear . royal mail say investig situat meant 300 home counti durham receiv vote packs. offici darlington council race time tri rectifi situation. all-post vote two million elector due hand 4 november. spokesman darlington council said: sent ballot paper problem royal mail. somewher along line someth gone wrong ballot paper delivered. royal mail investig see find problem is. spokeswoman royal mail said: investig problem deliveri rout mowden area darlington. affect sever hundr properti fail receiv ballot papers. work close council help rectifi problem. no-on receiv ballot paper special hand deliveri take place necessary. unawar problem kind region assembl vote. darlington council spokesman added: initi complaint coupl resid mowden say thought ballot paper now. made investig becam clear bigger issue. spokeswoman elector commiss told bbc news onlin letter sent home affected. said commiss satisfi measur put place ensur voter receiv ballot paper time. far total 569 072 ballot envelop scan bar code count offic across north east.
929,sport,3,wolv appoint hoddl manag glenn hoddl unveil new wolv manag tuesday. club confirm former england coach unveil successor dave jone news confer molineux 1100 gmt. hoddl link return former club southampton wolv race services. game sinc sack spur septemb 2003 work alongsid wolv caretak boss stuart gray southampton. hoddl began manageri career player-boss swindon move chelsea take england job. spell charg nation side came end 1998 world cup made controversi remark disabl newspap interview. 47-year-old later return manag southampton succeed jone - done wolves. engin upturn saint fortun lure white hart lane tottenham - club made name player. relationship turn sour start last campaign left london club earli last season. sinc appli unsuccess post franc manag also link return southampton. wolv current 17th championship home game millwal tuesday.
930,business,0,china shanda buy stake sina chines onlin game oper shanda interact entertain bought 20% stake sina countri biggest internet portal firm. move may precursor full takeov analyst say better-known intern firm may also show interest sina. shanda said may boost stake sina even buy outright. merger would creat firm offer onlin role-play game news entertain wireless messaging. sina said purchas stake shanda would impact business. board director said statement would continu act best interest compani stakehold includ sharehold employe custom . compani list new york stock exchang (nyse) technology-domin nasdaq index. file us secur exchang commiss sina said share purchas 12 januari 10 februari $230m. rumour possibl takeov boost sina share 10% friday. ad extra 6.4% $27.24 electron trade trade session finished. may gain amid bid specul trade resum new york tuesday monday public holiday analyst forecast. could still potenti parti could still counter bid said wallac cheung analyst db vickers. even though shanda 20% sina still quit long way take full control. howev mr cheung note foreign compani tri take control chines internet portal firm abil filter pass news may view favour beijing.
931,sport,3,radcliff tackl marathon task paula radcliff face arguabl biggest test career new york citi marathon sunday. back spotlight public scrutini attempt eras doubl disappoint athen olymp fail finish marathon 10 000m. bbc sport examin challeng face radcliff ahead big race. abil run gruell 26.2 mile reli larg upon athlet belief it. everi runner hit wall stage see written strong enough finish question could hit radcliff hard unabl complet last two race high-profil emot circumstances. sport psychologist hugh richard say 30-year-old must draw past achiev conquer potenti crisi confidence. old adag get straight back hors threw richard told bbc sport. paula got great run histori well two upset athens. must lose faith alreadi proven effect strategi distanc running. chang prepar tactic would madness. want start rebuild confid perform accomplishment. much watch media public two possibl outcom new york - win lose. radcliff cross line first prove critic wrong. fail triumph risk label has-been profil suffer. athlet repercuss term sponsorship appear fee well self esteem issues. athlet need tri stay focus intern control ignor extern question explain richard work past olympians. must get caught someon els agenda. radcliff best friend fellow distanc runner liz yell reveal 30-year-old alreadi awar expos public scrutini new york. thought well think wors yell told bbc sport. want think consequ it. radcliff describ decis enter new york marathon impuls certain tick-list person goals. aim could simpl complet race make sure still enjoy run richard say must avoid emot target redemption. chang histori warn richards. one person win marathon lot peopl successful. paula figur sort thing feel satisfi achiev end race. cours staten island central park renown one toughest world. also kind fast cours tend suit radcliff better undul finish park test leg final reserves. radcliff never race enter unknown 77 day athen marathon. suggest major marathon take full month start build said yell marathon runner. long-term health fitness. finish marathon still fit recov quickly. physic possibl paula. richard also point condit new york conduc strong physic display radcliffe. heat stress primari factor trip athen said. go new york taken equation. radcliff conced probabl learn lot bad experi athen time. richard yell agre could turn trauma advantag start new york. respond advers mark elit argu richards. one challeng massiv set back turn opportunities. yell says: think probabl make paula. think drive come better athlete.
932,sport,3,old firm pair hand suspens celtic henri camara nacho novo ranger suspend offenc miss refere recent old firm game. given automat one-match ban 12 addit disciplinari point actions. mean novo miss two game prior record. camara miss one addit game. novo found guilti stamp celtic stephen pearson. camara punish kick gregori vignal. extrem disappointed. know lot add said ranger manag alex mcleish novo punishment. say loss incid pick highlight mani incid game. player miss weekend game celtic host dunde unit ranger visit kilmarnock unless decid appeal. addit ban come effect 28 decemb mean camara also unavail home game livingston novo miss meet dunde unit dunfermline. sfa spokesman said: seven day appeal match come along weekend would need friday. appeal heard weekend take bit time seat appeal tribunal. meanwhil bob malcolm ranger inform letter outcom hear regard reaction ranger award penalti game. malcolm substitut day taken ranger dug-out spoken polic alleg gestur made. sfa would detail punish malcolm would receive. ranger receiv letter posit make comment find ad spokesman.
933,politics,2,blair set date africa report commiss africa report releas 11 march - comic relief day toni blair said. juli g8 summit gleneagl perthshir - chair prime minist - use report basi talk africa. announc follow final meet commiss - includ singer bob geldof - london. well aid fairer trade less debt commiss like demand action corrupt africa. mr blair told news conference: report brutal frank realiti hope idealist done there. ambiti project set judg outcom publish it. mr blair vow put africa top agenda time helm g8. acknowledg would job persuad nation get necessari commit debt relief. bob geldof characterist blunt style promis commiss would talk shop would deliv radic new think chang direct africa. former rock star presenc commiss interpret sign uncompromis demands. peopl involv includ two african govern leader rang african politician well expert develop countries.
934,sport,3,connor ralli cri british tenni heart much gut much hate lose question jimmi connor ask britain brightest tenni hope month possibl year come. american legend swept london thursday announc long-term relationship lawn tenni associ spend three day elit perform winter camp la manga. man epitomis phrase win lleyton hewitt even born clear qualiti hope convey. know everybodi hit ball well fine line number one number 100 said connors. fine line long time. help want part teach kid win. connor first great name offer servic lta - long-tim rival john mcenro repeatedli done same. connor pain point interest goe well beyond public stunt gave glow recommend work lta perform director david felgat team. britain differ attitud right attitud take game forward find next wimbledon champion said connors. someth find everi day. everybodi talk good game everybodi put effect. impress came away see david coach three day one like never seen especi here. go happen overnight miracl worker go right direction. 52-year-old enthusiasm work go countri mark contrast relationship tenni offici back america. discuss usta (unit state tenni association) number year said. (mi input) ended. connor straight-talk equal blunt honest deal lta cream britain young players. chosen got produc said. someon come take place. one number one spot lone got best view. year seen andrew murray emerg britain great new hope connor reject suggest scot might put much pressur soon. tim henman whole countri shoulder said connors. know pressur like certain push get next level. someon go come take (henman). andrew murray embrac that. play for. despit emphasi hard work train prepar connor admit desir requir champion come within. passion know find admitted. also nuts. say noth better compet tenni court. import thing world someth got right you. noth better ever play tenni front 25 000 people. play tenni am. moulded.
935,entertainment,4,earli elvi record go sale elvi presley earliest record - includ take shook - go hammer sunday lo angel auction. six unedit reel-to-reel tape - own engin record - valu $50 000 (£29 000). highlight two hour-long collect get public debut bonham auction hous saturday. rca tape date septemb 1956 septemb 1957. pre-mast includ take jailhous rock religi song materi first christma album banter presley member band engin thorn nogar. lot year think peopl enjoy nogar son stephen 57 said. frankli could use money. nogar die 1994 age 72 alway use make two tape session back-up case rca produc want make late chang songs. call ass-sav tape son said. qualiti said notic crisper new vinyl record. famili copyright music tape sold person enjoy cannot copi commerci gain.
936,business,0,bmw drive record sale asia bmw forecast sale growth least 10% asia year regist record sale 2004. luxuri carmak saw strong sale three marqu - bmw mini rolls-royc - asia last year launch three new models. compani vy mercedes-benz titl lead premium carmak confid prospect region 2005. launch revamp version 3-seri saloon class next month. bmw sold nearli 95 000 car asia last year 2.6% 2003. bmw-brand sale rose 2.3% 80 600 sale mini model rose 3.6% 14 800. also signific increas sale rolls-royc continent. bmw sold 100 icon model compar ten previou year. german carmak aim boost annual sale asia 150 000 2008. asia consid double-digit increas retail order 10 15% realist basi current featur said helmut pank bmw group chief executive. china remain main area concern bmw sale fell 16% last year. howev bmw hope much better year 2005 direct invest china begin pay dividends. compani began assembl luxuri high-pow sedan china 2003. 2004 gener good year bmw saw revenu core car-mak oper rise 11%.
937,entertainment,4,eastend set us remak plan creat us soap base bbc eastend reportedli drawn fox tv network. eastend head writer toni jordan music mogul simon fuller involv project accord report hollywood report trade newspaper. said script commiss seri commun work class peopl chicago. origin eastend pull bbc america last year prove failur ratings. us version british hit prove less success across atlantic. bbc comedi coupl remad us cast lost primetim slot nbc network due disappoint ratings. home eastend face rate battl recent lose rival itv soap emmer dale. primetim soap us televis made recent comeback follow success abc serial desper housewives. seri take darkli comed look goings-on group charact live suburbs.
938,entertainment,4,shark tale dvd us best-sel oscar-nomin anim shark tale rake $80m (£42.4m) first week us dvd releas becom year best-sel home video far. talli dvd video sale soar past film open week us box offic take $56m (£29.7m). shark tale sixth-highest earn dvd first week sales. all-tim first-week record held 1995 lion king follow shrek 2 find nemo origin shrek monster inc. shark tale whose voic cast includ smith robert de niro rene zellweg martin scorses sold 6 million dvd video across unit state canada. becom highest first-week earner februari outshin big fat greek wed sold four million unit 2003. film expect earn strong home video return usual time releas busiest retail season fall christmas. best-sel home video last year dreamwork hit shrek 2 took estim $458 (£242.7m) north america alone.
939,tech,1,microsoft make anti-piraci move microsoft say clamp peopl run pirat version window oper system restrict access secur features. window genuin advantag scheme mean peopl prove softwar genuin mid-2005. still allow unauthoris copi get crucial secur fix via automat updat option would limit . microsoft releas regular secur updat softwar protect pcs. either pc detect updat automat user manual download fix microsoft site. run pirat window program would access download add-on softwar giant offers. peopl tri manual download secur patch let microsoft run autom check procedur comput give identif number. microsoft regular patch releas newly-found secur flaw import stop worm virus threat penetr pcs. secur expert concern restrict access patch could mean rise attack threat pc left unprotected. graham cluley senior consult secur firm sopho told bbc news websit posit decision. sound like decis allow critic secur patch remain avail legitim illegitim user window good news everyon use net said. window genuin advantag first introduc pilot scheme septemb 2004 english-languag version windows. microsoft window oper system heavili exploit viru writer widespread constantli seek new secur loophol take advantag of. compani tri tackl secur threat whilst crack pirat softwar time. softwar piraci cost compani billion says. compani announc earlier januari releas secur tool clean pc harbour virus spywar 90% pc infect with. virus-fight program updat monthli precursor microsoft dedic anti-viru software. last year introduc window xp counterfeit project uk-bas pilot scheme ran novemb december. scheme meant anyon pre-instal copi oper system pc bought novemb could replac counterfeit version window xp legal one free. also increas effort squash softwar piraci china norway czech republ pirat softwar huge problem offer discount legitim softwar user pirat copi windows. china particular problem piraci estim 92% said mr cluley.
940,politics,2,ukip candid suspend probe euroscept parti ukip suspend candid allegedli suggest crimin insan killed. john houston 54 due stand east kilbrid seat lanarkshir next election. suspend report view includ return british empir sent two scottish newspapers. ukip spokesman mark croucher said select mr houston knew noth views. episod come difficult time ukip soon high-profil departur mep robert kilroy-silk. mr houston alleg said organ crimin insan made avail law-abid member commun propos legalis drug sex trade. document reportedli said: look resurrect british empire. problem human race - environment other - dealt global scale call radic allianc english-speak nation uniqu abl do. mr croucher said main issu would mr houston report view present ukip polici not. said might submiss committe work parti manifesto would match mr houston stand becom candidate. told bbc news: appear said things. suspend member candidate. account none mention select meeting. simpli distract task hand eu constitut individu idiocies. mr houston quot herald newspap saying: feel ukip over-react overshot runway. peter nielson ukip scotland chairman said suspend mr houston friday night. remain suspend matter investig decid action taken. said evid would look mr houston may interview party. added: comment much moment one version seen paper yet.
941,entertainment,4,wal-mart su rude lyric parent 13-year-old girl su us supermarket giant wal-mart cd rock group evanesc contain swear words. lawsuit file washington counti alleg wal-mart deceiv custom put warn label cover. trevin skeen alleg wal-mart knew offend word censor music sale website. wal-mart said investig claim plan pull cd. wal-mart polici stock cd carri parent advisori labels. mr skeen said bought anywher home cd daughter shock hear swear play car. want famili get expect clean. need remov shelv prevent children hear said mr skeen brownsville. lawsuit seek forc wal-mart censor music remov store maryland. also seek damag $74 500 (£38 660) everi custom bought cd maryland wal-mart also name record label wind-up record distributor bmg entertain legal action. wal-mart set high standard would possibl elimin everi imag word topic individu might find objection wal-mart spokesman guy whitcomb told herald-mail hagerstown.
942,tech,1,microsoft set sight spywar window user could soon pay microsoft keep pc free spyware. follow takeov anti-spywar firm giant microsoft said would soon releas toolkit strip machin irrit programs. although initi free microsoft rule charg peopl want keep toolkit date. survey show almost everi window pc infest spywar program everyth bombard user advert steal login data. microsoft said beta version toolkit clean window machin avail within 30 days. design pc run window 2000 xp util clean spywar program constantli monitor happen pc regularli updat catch latest variants. mani microsoft secur boost program firewal window xp given away free. mike nash vice presid microsoft secur busi unit said still work price licens issues. charg futur version discount said. come plan roll said. plan could turn lucr one microsoft. recent survey earthlink webroot found 90% pc infest surreptiti softwar averag one harbour 28 separ spywar programs. current user want protect spywar turn free program spybot ad-aware. spywar come mani form benign exploit lazi brows habit instal subject user unwant adverts. form hijack net browser set forc peopl view page would otherwis never visit. malign spywar watch everyth peopl pc steal login inform person data. microsoft announc spywar come bought small new york softwar firm giant compani software. term acquisit disclosed.
943,sport,3,edu blast arsen arsen brazilian midfield edu hit club stall offer new contract. edu deal expir next summer link spanish trio real madrid barcelona valencia. told bbc sport: sure want stay club let situat go far. realli want sign come offer six month indic want sign made think. edu brother repres amadeo fensao previous said arsen current offer midfield well short seeking. edu 26 added: brother due come london thursday. meet plan 6 7 januari sort arsenal. choic stay go. want sort soon possibl best interest club myself. go make decis meet later week. edu abl begin negoti club fifa regul allow player start talk six month contract expire. midfield broke brazilian nation side 2004 admit flatter link three spanish giants. edu said: heard stori news madrid presid florentino perez valencia peopl well barcelona interested. nice never talk say want sign 100%. last month wenger said hope edu would sign new deal play suggest lure club like real madrid would strong edu. edu ad encourag wenger support him. still good relationship arsen wenger - alway said want sign.
944,politics,2,straw back end china embargo uk foreign secretari jack straw defend plan end european union arm embargo china despit opposit us japan. mr straw visit beij note arm embargo appli china burma zimbabw north korea said terribl right record. eu impos arm ban china 1989 troop open fire protestor tiananmen square. mr straw also sign deal china-uk tourism. expect would increas number chines tourist 40 000 per year provid $120m revenue. china past said see weapon ban polit driven want lift order buy weapons. mr straw speak joint news confer chines foreign minist li zhaox stress point. result decis [to lift arm embargo] increas arm export european union member state china either quantit qualit term mr straw said. earlier week said expect embargo lift within six months. mr straw face tough opposit move. tori foreign affair spokesman michael ancram said lift arm embargo would irrespons would damag britain relat us. said mr straw naiv beyond belief accept china claim want ban lift order buy weapons. french want embargo lift want sell arm china; chines want lift want buy arm battlefield technolog europe. tokyo earlier week japanes foreign minist nobutaka machimura told british minist plan remov embargo worri issu concern secur environ japan also east asia overal . washington argu embargo lift could lead buy spree arm china could use threaten diplomat rival taiwan. beij say taiwan part chines territori want unit mainland forc necessary. us bound law help taiwan defend itself. washington also voic concern human right condit china improv enough merit end embargo. issu rais human right group too. brad adam uk human right watch said: huge polit signal europ will forget tiananmen square. mr straw insist eu code conduct arm export meant tough criteria human right still met embargo lifted.
945,politics,2,conserv back id card tori back controversi govern plan introduc id cards. shadow cabinet reveal support ahead next week common vote bill introduc compulsori id. decis follow tough meet senior tori argu vocifer move parti sourc told bbc. bill minist claim tackl crime terror illeg immigr expect oppos liber democrats. said scheme deepli flaw wast money. sourc within conserv parti told bbc michael howard alway favour id card tri introduc home secretary. parti agnost issu decid come fenc tori sourc said. despit give back id card conserv insist would hold minist account precis purpos scheme. said would also press labour whether object could met whether home offic would deliv them. pledg assess cost effect id card whether peopl privaci would properli protected. import rememb bill take decad come full effect spokesman said. noth solv immedi problem rise crime uncontrol immigration. lib dem home affair spokesman mark oaten said: sign michael howard overrul colleagu concern id cards. tori courag tri chang public opinion follow it. new chairman bar council guy mansfield qc warn real risk peopl margin societi would driven hand extremists. go happen young asian men bomb gone somewher go stopped. [id cards] go detained.
946,business,0,turkey-iran mobil deal risk turkey invest iran mobil industri look set scrap biggest mobil firm saw invest slash mps. iran parliament vote larg major cut turkcel stake new mobil network 70% 49%. move justifi nation secur ground follow earlier vote mp give veto foreign investments. turkcel said decis increas risk attach project. although compani statement said would continu monitor develop observ said thought turkcel set pull $3bn deal. possibl carri project next zero said atinc ozkan analyst finan invest istanbul. turkcel back mtn - south african firm lost origin tender - may well back running. compani said prepar accept minor stake iran award mobil deal. turkcel mobil deal second turkish invest iran run trouble. turkish-austrian consortium tav chosen build run tehran new imam khomeini intern airport - armi close hour open may 2004. case justif nation secur amid alleg turkish firm close israel. hardlin postur taken parliament domin religi conserv could yet impact inward investments.
947,sport,3,clijster hope aussi open kim clijster deni report pull januari australian open persist wrist injury. open chief paul mcname said: kim wrist obvious go rehabilitated. spokesman insist simpli delay submit entry. doctor assess injuri weekli basi risk could play. least risk stay away. despit absent wta entri list tournament begin 17 januari clijster would certain get wild card request one. clijster still rank 22nd world despit play hand match last season. belgian oper left wrist earli season injur return tour. meanwhil jelena dokic use compet australia opt first grand slam season. dokic play australian open sinc 2001 lost first round. 21-year-old would reli wild card next season rank tumbl 127th. four-tim champion monica sele play sinc last year french open anoth absente injur left foot.
948,business,0,iraq afghanistan wto talk world trade organis (wto) hold membership talk iraq afghanistan. iran bid join trade bodi refus us block applic 21st time. countri stand reap huge benefit membership group whose purpos promot free trade. join howev lengthi process. china admiss 2001 took 15 year talk russia saudi arabia take place 10 years. membership geneva-bas wto help guarante countri good receiv equal treatment market member state - polici seen becom close associ globalisation. iraq trade minist moham mustafa al-jibouri welcom move describ signific novemb decis pari club creditor nation write 80% countri debts. assad omar afghanistan envoy unit nation geneva said access would contribut region prosper global secur . 27 countri seek membership wto. prospect member need enter negoti potenti trade countri chang domest law bring line wto regulations. process get way 148 wto member must give back applic countries. us said could approv iran applic current review relations. sever nation criticis approach european union ambassador wto carlo trojan said iran applic must treat independ polit issu .
949,tech,1,california set fine spywar maker comput program secretli spi peopl home pc could face hefti fine california. 1 januari new law introduc protect comput user softwar known spyware. legisl approv governor arnold schwarzenegg design safeguard peopl hacker help protect person information. spywar consid comput expert one biggest nuisanc secur threat face pc user come year. softwar buri comput collect wide rang information. worst abil hijack person data like password login detail credit card numbers. program sophist chang frequent becom imposs eradicate. one form spywar call adwar abil collect inform comput user web-surfing. result peopl bombard pop-up ad hard close. washington congress debat four anti-spywar bill california step ahead. state consum protect spywar act ban instal softwar take control anoth computer. also requir compani websit disclos whether system instal spyware. consum abl seek $1 000 damag think fallen victim intrus software. new law mark continu trend california toward tougher privaci rights. recent survey earthlink webroot found 90% pc infest surreptiti softwar averag one harbour 28 separ spywar programs. current user want protect spywar turn free program spybot ad-aware.
950,entertainment,4,halloween writer debra hill die screenwrit produc debra hill best known work 70 horror classic halloween die lo angel age 54. hill suffer cancer co-wrot 1978 film star jami lee curti babysitt terroris psychopath. direct john carpent made $60m (£31.3m) worldwid - record independ film time. hill also work carpent escap new york fog. born new jersey hill began career product assist work way rank becom assist director second-unit director began collabor carpenter. regard mani pioneer woman film take job 70 commonli taken men. back start 1974 women industri said 2003. assum make-up hair person script person. never assum writer producer. took look around realis mani women carv nich myself. carpent said work hill one greatest experi life . ground trailblaz begin follow anyone. incred capabl talent said. carpent hill collabor number halloween sequel includ halloween ii halloween: resurrect halloween: curs michael myers. later career hill form product compani friend lynda obst make string hit film includ oscar nomine fisher king teen comedi adventur babysitting. film includ stephen king adapt dead zone 1983 1985 clue comedi base board game cluedo. 90 pursu work tv although reunit carpent 1996 escap la sequel escap new york. time death work film last two men pull rubbl twin tower follow 11 septemb terror attack 2001. also co-produc remak fog due releas earli next year.
951,entertainment,4,comic book geniu stan lee stan lee man respons string comic superhero becom household name court battl slice profit hit spider-man movies. mani marvel man gave charact extraordinari power everyday headach - formula revolutionis comics. born 1922 poor working-class jewish immigr romania stan lieberman got job time public compani own relative. assign comic divis - thank fertil imagin - rose editor age 18. 20 year ultim hack - knock crime stori horror western anyth sate appetit juvenil readership. word two syllabl discouraged. charact either good bad shade grey. embarrass lieberman much write refus put real name byline. assum dumb name stan lee legal adopted. time 40 lee decid old comic game. british-born wife joan suggest noth lose swansong write kind charact realli want create. rival comic come superteam consist batman superman wonder woman time need respond. lee answer 1961 fantast four - team astronaut gain super power bombard cosmic rays. chang lee life comic industri forever. lee gave charact individu everyday teenag problem dandruff ingrown toenail acne. would frequent fall parent other. fan letter pour in. without immedi know stan lee usher golden age comic imagin rekindled. marvel univers spawn new titl marvel comics. soon nerdi peter parker transform - bite irradi spider - someon could crawl side new york skyscrapers. spider-man born. becom icon modern popular culture. spidey affection known quit extraordinari power - yet problem work home girlfriends. last teenag longer sidekick main hero. hero longer brawn brain too. hero super power mean problem stan lee told bbc. incred hulk mighti thor iron man rest grappl problem like drug abus bigotri social inequality. radic lee gave artist respons comic design credit work. jack kirbi frank miller john romitaand other achiev cult statu right. superhero broke new ground ways. daredevil blind black panther black silver surfer ponder state humanity. lee influenc remains. year ago marvel hero northstar came closet. heyday marvel sell 50 million copi year. retir edit 1971 stan lee wrote copi marvel covers. 1999 stan lee media ventur aim marri comic-strip internet went spectacularli wrong. lee went bankrupt busi partner land prison fraud. 2001 though start new compani entitl pow! (purveyor wonder) entertain current develop film televis programmes. latest project superhero base real person - jay j arm metal claw lose hand age 12 fight crime tiger. 40-year-old creation still endur ever - x-men hulk daredevil turn hollywood action movi last five years. spider-man biggest box offic hit 2002 origin 2004 sequel take almost $1.6bn (£857m) ticket sale around world - dvd merchandis sale counted. seem stan lee indestruct heroes.
952,sport,3,fume robinson blast offici england coach andi robinson insist livid side deni two tri sunday 19-13 six nation loss ireland dublin. mark cueto first-half effort rule offsid refere spurn tv replay england crash die minutes. [i m] absolut spitting. livid. two tri cost robinson told bbc sport. got go back technology. know t. south african refere jonathan kaplan rule cueto ahead charli hodgson fly-half hoist cross-field kick sale wing gather. kaplan declin chanc consult fourth offici josh lewsey took ball irish line pile bodi could game-win try. think mark cueto score perfectli legal tri think gone video refere josh lewsey said robinson. use technology. used. still tri work cueto try. look look tries. disappoint hurt doubt that. upset refere charg call way got abl cope that. everyth could done win game. proud player coupl decis could famou victory. thought dominated. matt steven awesom game tighthead prop like charli hodgson martin corri lewi moodi came well. josh lewsey awesom everi one forward stood there. given pressur credit must go players. done everyth win game rugbi ireland good side. defend magnific got everi chanc win six nations. england lost first three match year six nation four six game sinc robinson took sir clive woodward september.
953,politics,2,council tax rise reason welsh council set tax reason level given averag fund increas 6% say assembl government. financ minist sue essex said good deal local government. £3.2bn settlement includ full £7.4m uk treasuri announc chancellor gordon brown. opposit parti said reband council tax would mean steep rises. addit £13.4m come busi support grant - scheme enabl local author keep part busi rates. said spend rise kept around 5% confid council abl set council tax reason levels. welsh local govern associ (wlga) said eve announc said signific cut servic may still unavoidable. announc wlga financ spokesman bob wellington torfaen said vital rise minimsed. limit amount money come avail answer problem said mr wellington. vital start plan futur year accept resourc continu reduc pressur servic increase. monday deleg north wale council visit ms essex lobbi increas funds. ms essex said: listen view local govern council tax payer recognis fund pressur concern council tax rises. met larg number local author recent week awar pressur provid local servic keep level council tax particularli peopl move band due revalu domest properties. said council tax could kept reason level even peopl move band . settlement includ rise grant help council depriv commun 16.4% rise capit expenditur support. ms essex said: good deal local govern allow well-manag council wale develop servic charg reason level council tax. matter council leader manag budget local level. plaid cymru local govern spokesman dai lloyd call announc huge disappoint . said: wale local author short chang yet again. whing labour assembl govern often claim - anger. mean either massiv hike council tax massiv cut servic provid council both. mike german leader liber democrat assembl claim one three home still like face council tax rise due rebanding. mr german said: know discuss welsh liber democrat council leader utmost keep council tax minimum. random redistribut effect rebanding...wil creat great deal difficulty. conserv local govern spokesman glyn davi said minist claim major council tax payer wale see littl chang take spin verg decept . added: around third welsh household re-valu upward least one band inevit face increas doubl figures.
